2023-01-09 01:58:39,645 INFO    StreamThr :12236 [internal.py:wandb_internal():87] W&B internal server running at pid: 12236, started at: 2023-01-09 01:58:39.643496
2023-01-09 01:58:39,650 DEBUG   HandlerThread:12236 [handler.py:handle_request():139] handle_request: status
2023-01-09 01:58:39,652 DEBUG   SenderThread:12236 [sender.py:send_request():317] send_request: status
2023-01-09 01:58:39,655 INFO    WriterThread:12236 [datastore.py:open_for_write():75] open: C:\Desktop Files\Vehicle-Detection\wandb\offline-run-20230109_015839-9ts448l9\run-9ts448l9.wandb
2023-01-09 01:58:39,725 DEBUG   HandlerThread:12236 [handler.py:handle_request():139] handle_request: run_start
2023-01-09 01:58:40,334 DEBUG   HandlerThread:12236 [system_info.py:__init__():31] System info init
2023-01-09 01:58:40,334 DEBUG   HandlerThread:12236 [system_info.py:__init__():46] System info init done
2023-01-09 01:58:40,334 INFO    HandlerThread:12236 [system_monitor.py:start():150] Starting system monitor
2023-01-09 01:58:40,334 INFO    SystemMonitor:12236 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-09 01:58:40,334 INFO    HandlerThread:12236 [system_monitor.py:probe():171] Collecting system info
2023-01-09 01:58:40,335 INFO    SystemMonitor:12236 [interfaces.py:start():168] Started cpu
2023-01-09 01:58:40,339 INFO    SystemMonitor:12236 [interfaces.py:start():168] Started disk
2023-01-09 01:58:40,340 INFO    SystemMonitor:12236 [interfaces.py:start():168] Started gpu
2023-01-09 01:58:40,346 INFO    SystemMonitor:12236 [interfaces.py:start():168] Started memory
2023-01-09 01:58:40,356 INFO    SystemMonitor:12236 [interfaces.py:start():168] Started network
2023-01-09 01:58:40,370 DEBUG   HandlerThread:12236 [system_info.py:probe():195] Probing system
2023-01-09 01:58:40,371 DEBUG   HandlerThread:12236 [system_info.py:_probe_git():180] Probing git
2023-01-09 01:58:40,490 DEBUG   HandlerThread:12236 [system_info.py:_probe_git():188] Probing git done
2023-01-09 01:58:40,490 DEBUG   HandlerThread:12236 [system_info.py:probe():241] Probing system done
2023-01-09 01:58:40,490 DEBUG   HandlerThread:12236 [system_monitor.py:probe():180] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.5', 'heartbeatAt': '2023-01-08T20:28:40.370121', 'startedAt': '2023-01-08T20:28:39.599786', 'docker': None, 'cuda': None, 'args': ('--img', '640', '--batch', '16', '--epochs', '50', '--data', 'dataset.yaml', '--weights', 'yolov5m.pt'), 'state': 'running', 'program': 'C:\\Desktop Files\\Vehicle-Detection\\train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/MaryamBoneh/Vehicle-Detection', 'commit': 'e40fa8b479aed0203d83885231419bb3401bb1f1'}, 'email': 'rahulsah6003@gmail.com', 'root': 'C:/Desktop Files/Vehicle-Detection', 'host': 'LAPTOP-T52GNBH2', 'username': 'asus', 'executable': 'C:\\Desktop Files\\Vehicle-Detection\\ml\\Scripts\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2419.0, 'min': 0.0, 'max': 2419.0}, 'cpu_freq_per_core': [{'current': 2419.0, 'min': 0.0, 'max': 2419.0}], 'disk': {'total': 236.98273086547852, 'used': 194.49341583251953}, 'gpu': 'NVIDIA GeForce MX330', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce MX330', 'memory_total': 2147483648}], 'memory': {'total': 7.701396942138672}}
2023-01-09 01:58:40,490 INFO    HandlerThread:12236 [system_monitor.py:probe():181] Finished collecting system info
2023-01-09 01:58:40,491 INFO    HandlerThread:12236 [system_monitor.py:probe():184] Publishing system info
